run_id,variant,git_sha,tbl,query_id,run,planning_ms,exec_ms,shared_hit,shared_read,chunks_in_plan,compressed_chunks_in_plan,chunk_scan_nodes,chunks_excluded_startup,vectorized_filter,rows,scan_rows,workers_launched,query_text
defaults-1d-index-1dc07b9-20260922T010259Z,defaults-1d-index,1dc07b9,metrics_date,Q1,1,131.663,108.628,9200,0,400,400,800,0,f,1,144000,2,"SELECT count(*) AS n, avg(v1) AS avg_v1 FROM metrics_date WHERE day >= now() - interval '30 days'"
defaults-1d-index-1dc07b9-20260922T010259Z,defaults-1d-index,1dc07b9,metrics_date,Q1,2,33.623,101.184,9200,0,400,400,800,0,f,1,144000,2,"SELECT count(*) AS n, avg(v1) AS avg_v1 FROM metrics_date WHERE day >= now() - interval '30 days'"
defaults-1d-index-1dc07b9-20260922T010259Z,defaults-1d-index,1dc07b9,metrics_date,Q1,3,36.532,126.982,9200,0,400,400,800,0,f,1,144000,2,"SELECT count(*) AS n, avg(v1) AS avg_v1 FROM metrics_date WHERE day >= now() - interval '30 days'"
defaults-1d-index-1dc07b9-20260922T010259Z,defaults-1d-index,1dc07b9,metrics_date,Q1-np,1,131.626,66.479,9200,0,400,400,800,0,f,1,144000,0,"SELECT count(*) AS n, avg(v1) AS avg_v1 FROM metrics_date WHERE day >= now() - interval '30 days'"
defaults-1d-index-1dc07b9-20260922T010259Z,defaults-1d-index,1dc07b9,metrics_date,Q1-np,2,36.081,60.601,9200,0,400,400,800,0,f,1,144000,0,"SELECT count(*) AS n, avg(v1) AS avg_v1 FROM metrics_date WHERE day >= now() - interval '30 days'"
defaults-1d-index-1dc07b9-20260922T010259Z,defaults-1d-index,1dc07b9,metrics_date,Q1-np,3,36.014,61.301,9200,0,400,400,800,0,f,1,144000,0,"SELECT count(*) AS n, avg(v1) AS avg_v1 FROM metrics_date WHERE day >= now() - interval '30 days'"
defaults-1d-index-1dc07b9-20260922T010259Z,defaults-1d-index,1dc07b9,metrics_date,Q2,1,37.009,13.812,713,0,31,31,62,369,t,1,148800,0,"SELECT count(*) AS n, avg(v1) AS avg_v1 FROM metrics_date WHERE day >= current_date - 30"
defaults-1d-index-1dc07b9-20260922T010259Z,defaults-1d-index,1dc07b9,metrics_date,Q2,2,38.624,13.55,713,0,31,31,62,369,t,1,148800,0,"SELECT count(*) AS n, avg(v1) AS avg_v1 FROM metrics_date WHERE day >= current_date - 30"
defaults-1d-index-1dc07b9-20260922T010259Z,defaults-1d-index,1dc07b9,metrics_date,Q2,3,37.146,14.449,713,0,31,31,62,369,t,1,148800,0,"SELECT count(*) AS n, avg(v1) AS avg_v1 FROM metrics_date WHERE day >= current_date - 30"
defaults-1d-index-1dc07b9-20260922T010259Z,defaults-1d-index,1dc07b9,metrics_date,Q2-np,1,34.353,13.08,713,0,31,31,62,369,t,1,148800,0,"SELECT count(*) AS n, avg(v1) AS avg_v1 FROM metrics_date WHERE day >= current_date - 30"
