run_id,variant,git_sha,tbl,query_id,run,planning_ms,exec_ms,shared_hit,shared_read,chunks_in_plan,compressed_chunks_in_plan,chunk_scan_nodes,chunks_excluded_startup,vectorized_filter,rows,scan_rows,workers_launched,query_text
defaults-1d-noindex-1dc07b9-20260922T010357Z,defaults-1d-noindex,1dc07b9,metrics_date,Q1,1,120.702,98.693,9200,0,400,400,800,0,f,1,144000,2,"SELECT count(*) AS n, avg(v1) AS avg_v1 FROM metrics_date WHERE day >= now() - interval '30 days'"
defaults-1d-noindex-1dc07b9-20260922T010357Z,defaults-1d-noindex,1dc07b9,metrics_date,Q1,2,30.613,94.815,9200,0,400,400,800,0,f,1,144000,2,"SELECT count(*) AS n, avg(v1) AS avg_v1 FROM metrics_date WHERE day >= now() - interval '30 days'"
defaults-1d-noindex-1dc07b9-20260922T010357Z,defaults-1d-noindex,1dc07b9,metrics_date,Q1,3,31.927,97.819,9200,0,400,400,800,0,f,1,144000,2,"SELECT count(*) AS n, avg(v1) AS avg_v1 FROM metrics_date WHERE day >= now() - interval '30 days'"
defaults-1d-noindex-1dc07b9-20260922T010357Z,defaults-1d-noindex,1dc07b9,metrics_date,Q1-np,1,124.653,64.492,9200,0,400,400,800,0,f,1,144000,0,"SELECT count(*) AS n, avg(v1) AS avg_v1 FROM metrics_date WHERE day >= now() - interval '30 days'"
defaults-1d-noindex-1dc07b9-20260922T010357Z,defaults-1d-noindex,1dc07b9,metrics_date,Q1-np,2,31.153,55.534,9200,0,400,400,800,0,f,1,144000,0,"SELECT count(*) AS n, avg(v1) AS avg_v1 FROM metrics_date WHERE day >= now() - interval '30 days'"
defaults-1d-noindex-1dc07b9-20260922T010357Z,defaults-1d-noindex,1dc07b9,metrics_date,Q1-np,3,30.321,56.705,9200,0,400,400,800,0,f,1,144000,0,"SELECT count(*) AS n, avg(v1) AS avg_v1 FROM metrics_date WHERE day >= now() - interval '30 days'"
defaults-1d-noindex-1dc07b9-20260922T010357Z,defaults-1d-noindex,1dc07b9,metrics_date,Q2,1,30.495,12.871,713,0,31,31,62,369,t,1,148800,0,"SELECT count(*) AS n, avg(v1) AS avg_v1 FROM metrics_date WHERE day >= current_date - 30"
defaults-1d-noindex-1dc07b9-20260922T010357Z,defaults-1d-noindex,1dc07b9,metrics_date,Q2,2,32.061,12.722,713,0,31,31,62,369,t,1,148800,0,"SELECT count(*) AS n, avg(v1) AS avg_v1 FROM metrics_date WHERE day >= current_date - 30"
defaults-1d-noindex-1dc07b9-20260922T010357Z,defaults-1d-noindex,1dc07b9,metrics_date,Q2,3,33.896,13.082,713,0,31,31,62,369,t,1,148800,0,"SELECT count(*) AS n, avg(v1) AS avg_v1 FROM metrics_date WHERE day >= current_date - 30"
defaults-1d-noindex-1dc07b9-20260922T010357Z,defaults-1d-noindex,1dc07b9,metrics_date,Q2-np,1,30.049,12.757,713,0,31,31,62,369,t,1,148800,0,"SELECT count(*) AS n, avg(v1) AS avg_v1 FROM metrics_date WHERE day >= current_date - 30"
defaults-1d-noindex-1dc07b9-20260922T010357Z,defaults-1d-noindex,1dc07b9,metrics_date,Q2-np,2,30.592,12.748,713,0,31,31,62,369,t,1,148800,0,"SELECT count(*) AS n, avg(v1) AS avg_v1 FROM metrics_date WHERE day >= current_date - 30"
