run_id,variant,git_sha,tbl,query_id,run,planning_ms,exec_ms,shared_hit,shared_read,chunks_in_plan,compressed_chunks_in_plan,chunk_scan_nodes,chunks_excluded_startup,vectorized_filter,rows,scan_rows,workers_launched,query_text
defaults-30d-index-1dc07b9-20260922T010551Z,defaults-30d-index,1dc07b9,metrics_date,Q1,1,5.539,13.725,2735,0,14,14,28,0,f,1,144000,2,"SELECT count(*) AS n, avg(v1) AS avg_v1 FROM metrics_date WHERE day >= now() - interval '30 days'"
defaults-30d-index-1dc07b9-20260922T010551Z,defaults-30d-index,1dc07b9,metrics_date,Q1,2,1.027,12.012,2689,0,14,14,28,0,f,1,144000,2,"SELECT count(*) AS n, avg(v1) AS avg_v1 FROM metrics_date WHERE day >= now() - interval '30 days'"
defaults-30d-index-1dc07b9-20260922T010551Z,defaults-30d-index,1dc07b9,metrics_date,Q1,3,0.93,11.88,2689,0,14,14,28,0,f,1,144000,2,"SELECT count(*) AS n, avg(v1) AS avg_v1 FROM metrics_date WHERE day >= now() - interval '30 days'"
defaults-30d-index-1dc07b9-20260922T010551Z,defaults-30d-index,1dc07b9,metrics_date,Q1-np,1,5.89,13.894,2636,0,14,14,28,0,f,1,144000,0,"SELECT count(*) AS n, avg(v1) AS avg_v1 FROM metrics_date WHERE day >= now() - interval '30 days'"
defaults-30d-index-1dc07b9-20260922T010551Z,defaults-30d-index,1dc07b9,metrics_date,Q1-np,2,0.969,13.433,2590,0,14,14,28,0,f,1,144000,0,"SELECT count(*) AS n, avg(v1) AS avg_v1 FROM metrics_date WHERE day >= now() - interval '30 days'"
defaults-30d-index-1dc07b9-20260922T010551Z,defaults-30d-index,1dc07b9,metrics_date,Q1-np,3,0.744,13.236,2590,0,14,14,28,0,f,1,144000,0,"SELECT count(*) AS n, avg(v1) AS avg_v1 FROM metrics_date WHERE day >= now() - interval '30 days'"
defaults-30d-index-1dc07b9-20260922T010551Z,defaults-30d-index,1dc07b9,metrics_date,Q2,1,0.966,8.221,2530,0,2,2,4,12,t,1,148800,2,"SELECT count(*) AS n, avg(v1) AS avg_v1 FROM metrics_date WHERE day >= current_date - 30"
defaults-30d-index-1dc07b9-20260922T010551Z,defaults-30d-index,1dc07b9,metrics_date,Q2,2,0.833,7.9,2530,0,2,2,4,12,t,1,148800,2,"SELECT count(*) AS n, avg(v1) AS avg_v1 FROM metrics_date WHERE day >= current_date - 30"
defaults-30d-index-1dc07b9-20260922T010551Z,defaults-30d-index,1dc07b9,metrics_date,Q2,3,0.787,7.733,2530,0,2,2,4,12,t,1,148800,2,"SELECT count(*) AS n, avg(v1) AS avg_v1 FROM metrics_date WHERE day >= current_date - 30"
defaults-30d-index-1dc07b9-20260922T010551Z,defaults-30d-index,1dc07b9,metrics_date,Q2-np,1,0.781,4.913,2530,0,2,2,4,12,t,1,148800,0,"SELECT count(*) AS n, avg(v1) AS avg_v1 FROM metrics_date WHERE day >= current_date - 30"
defaults-30d-index-1dc07b9-20260922T010551Z,defaults-30d-index,1dc07b9,metrics_date,Q2-np,2,0.802,4.732,2530,0,2,2,4,12,t,1,148800,0,"SELECT count(*) AS n, avg(v1) AS avg_v1 FROM metrics_date WHERE day >= current_date - 30"
defaults-30d-index-1dc07b9-20260922T010551Z,defaults-30d-index,1dc07b9,metrics_date,Q2-np,3,0.813,4.539,2530,0,2,2,4,12,t,1,148800,0,"SELECT count(*) AS n, avg(v1) AS avg_v1 FROM metrics_date WHERE day >= current_date - 30"
defaults-30d-index-1dc07b9-20260922T010551Z,defaults-30d-index,1dc07b9,metrics_date,Q3,1,0.364,6.332,2654,0,2,2,4,0,t,1,148800,0,"SELECT count(*) AS n, avg(v1) AS avg_v1 FROM metrics_date WHERE day >= '2026-02-20' AND day < '2026-03-23'"
defaults-30d-index-1dc07b9-20260922T010551Z,defaults-30d-index,1dc07b9,metrics_date,Q3,2,0.279,5.833,2608,0,2,2,4,0,t,1,148800,0,"SELECT count(*) AS n, avg(v1) AS avg_v1 FROM metrics_date WHERE day >= '2026-02-20' AND day < '2026-03-23'"
defaults-30d-index-1dc07b9-20260922T010551Z,defaults-30d-index,1dc07b9,metrics_date,Q3,3,0.252,5.576,2608,0,2,2,4,0,t,1,148800,0,"SELECT count(*) AS n, avg(v1) AS avg_v1 FROM metrics_date WHERE day >= '2026-02-20' AND day < '2026-03-23'"
defaults-30d-index-1dc07b9-20260922T010551Z,defaults-30d-index,1dc07b9,metrics_date,Q3-np,1,0.337,6.366,2654,0,2,2,4,0,t,1,148800,0,"SELECT count(*) AS n, avg(v1) AS avg_v1 FROM metrics_date WHERE day >= '2026-02-20' AND day < '2026-03-23'"
defaults-30d-index-1dc07b9-20260922T010551Z,defaults-30d-index,1dc07b9,metrics_date,Q3-np,2,0.274,5.861,2608,0,2,2,4,0,t,1,148800,0,"SELECT count(*) AS n, avg(v1) AS avg_v1 FROM metrics_date WHERE day >= '2026-02-20' AND day < '2026-03-23'"
defaults-30d-index-1dc07b9-20260922T010551Z,defaults-30d-index,1dc07b9,metrics_date,Q3-np,3,0.264,6.661,2608,0,2,2,4,0,t,1,148800,0,"SELECT count(*) AS n, avg(v1) AS avg_v1 FROM metrics_date WHERE day >= '2026-02-20' AND day < '2026-03-23'"
defaults-30d-index-1dc07b9-20260922T010551Z,defaults-30d-index,1dc07b9,metrics_date,Q4,1,0.472,21.668,3992,0,2,2,4,0,t,1000,148800,0,"SELECT time_bucket(interval '7 days', day) AS bucket, device_id, avg(v1) AS avg_v1, max(v2) AS max_v2 FROM metrics_date WHERE day >= '2026-02-20' AND day < '2026-03-23' GROUP BY 1, 2"
defaults-30d-index-1dc07b9-20260922T010551Z,defaults-30d-index,1dc07b9,metrics_date,Q4,2,0.376,21.511,3992,0,2,2,4,0,t,1000,148800,0,"SELECT time_bucket(interval '7 days', day) AS bucket, device_id, avg(v1) AS avg_v1, max(v2) AS max_v2 FROM metrics_date WHERE day >= '2026-02-20' AND day < '2026-03-23' GROUP BY 1, 2"
defaults-30d-index-1dc07b9-20260922T010551Z,defaults-30d-index,1dc07b9,metrics_date,Q4,3,0.43,21.827,3992,0,2,2,4,0,t,1000,148800,0,"SELECT time_bucket(interval '7 days', day) AS bucket, device_id, avg(v1) AS avg_v1, max(v2) AS max_v2 FROM metrics_date WHERE day >= '2026-02-20' AND day < '2026-03-23' GROUP BY 1, 2"
defaults-30d-index-1dc07b9-20260922T010551Z,defaults-30d-index,1dc07b9,metrics_date,Q4-np,1,0.422,23.657,3992,0,2,2,4,0,t,1000,148800,0,"SELECT time_bucket(interval '7 days', day) AS bucket, device_id, avg(v1) AS avg_v1, max(v2) AS max_v2 FROM metrics_date WHERE day >= '2026-02-20' AND day < '2026-03-23' GROUP BY 1, 2"
defaults-30d-index-1dc07b9-20260922T010551Z,defaults-30d-index,1dc07b9,metrics_date,Q4-np,2,0.352,21.593,3992,0,2,2,4,0,t,1000,148800,0,"SELECT time_bucket(interval '7 days', day) AS bucket, device_id, avg(v1) AS avg_v1, max(v2) AS max_v2 FROM metrics_date WHERE day >= '2026-02-20' AND day < '2026-03-23' GROUP BY 1, 2"
defaults-30d-index-1dc07b9-20260922T010551Z,defaults-30d-index,1dc07b9,metrics_date,Q4-np,3,0.278,21.47,3992,0,2,2,4,0,t,1000,148800,0,"SELECT time_bucket(interval '7 days', day) AS bucket, device_id, avg(v1) AS avg_v1, max(v2) AS max_v2 FROM metrics_date WHERE day >= '2026-02-20' AND day < '2026-03-23' GROUP BY 1, 2"
defaults-30d-index-1dc07b9-20260922T010551Z,defaults-30d-index,1dc07b9,metrics_date,Q5,1,0.446,0.119,25,0,1,1,2,0,t,24,24,0,SELECT * FROM metrics_date WHERE device_id = 17 AND day = '2026-03-07'
defaults-30d-index-1dc07b9-20260922T010551Z,defaults-30d-index,1dc07b9,metrics_date,Q5,2,0.164,0.061,25,0,1,1,2,0,t,24,24,0,SELECT * FROM metrics_date WHERE device_id = 17 AND day = '2026-03-07'
defaults-30d-index-1dc07b9-20260922T010551Z,defaults-30d-index,1dc07b9,metrics_date,Q5,3,0.126,0.054,25,0,1,1,2,0,t,24,24,0,SELECT * FROM metrics_date WHERE device_id = 17 AND day = '2026-03-07'
defaults-30d-index-1dc07b9-20260922T010551Z,defaults-30d-index,1dc07b9,metrics_date,Q5-np,1,0.431,0.071,25,0,1,1,2,0,t,24,24,0,SELECT * FROM metrics_date WHERE device_id = 17 AND day = '2026-03-07'
defaults-30d-index-1dc07b9-20260922T010551Z,defaults-30d-index,1dc07b9,metrics_date,Q5-np,2,0.145,0.059,25,0,1,1,2,0,t,24,24,0,SELECT * FROM metrics_date WHERE device_id = 17 AND day = '2026-03-07'
defaults-30d-index-1dc07b9-20260922T010551Z,defaults-30d-index,1dc07b9,metrics_date,Q5-np,3,0.125,0.081,25,0,1,1,2,0,t,24,24,0,SELECT * FROM metrics_date WHERE device_id = 17 AND day = '2026-03-07'
defaults-30d-index-1dc07b9-20260922T010551Z,defaults-30d-index,1dc07b9,metrics_tstz,Q1,1,2.163,8.457,2745,0,2,2,4,0,t,1,144000,2,"SELECT count(*) AS n, avg(v1) AS avg_v1 FROM metrics_tstz WHERE ts >= now() - interval '30 days'"
defaults-30d-index-1dc07b9-20260922T010551Z,defaults-30d-index,1dc07b9,metrics_tstz,Q1,2,0.289,7.06,2643,0,2,2,4,0,t,1,144000,2,"SELECT count(*) AS n, avg(v1) AS avg_v1 FROM metrics_tstz WHERE ts >= now() - interval '30 days'"
defaults-30d-index-1dc07b9-20260922T010551Z,defaults-30d-index,1dc07b9,metrics_tstz,Q1,3,0.223,6.985,2643,0,2,2,4,0,t,1,144000,2,"SELECT count(*) AS n, avg(v1) AS avg_v1 FROM metrics_tstz WHERE ts >= now() - interval '30 days'"
defaults-30d-index-1dc07b9-20260922T010551Z,defaults-30d-index,1dc07b9,metrics_tstz,Q1-np,1,4.375,6.143,2633,0,2,2,4,0,t,1,144000,0,"SELECT count(*) AS n, avg(v1) AS avg_v1 FROM metrics_tstz WHERE ts >= now() - interval '30 days'"
defaults-30d-index-1dc07b9-20260922T010551Z,defaults-30d-index,1dc07b9,metrics_tstz,Q1-np,2,0.276,5.342,2587,0,2,2,4,0,t,1,144000,0,"SELECT count(*) AS n, avg(v1) AS avg_v1 FROM metrics_tstz WHERE ts >= now() - interval '30 days'"
defaults-30d-index-1dc07b9-20260922T010551Z,defaults-30d-index,1dc07b9,metrics_tstz,Q1-np,3,0.19,4.769,2587,0,2,2,4,0,t,1,144000,0,"SELECT count(*) AS n, avg(v1) AS avg_v1 FROM metrics_tstz WHERE ts >= now() - interval '30 days'"
defaults-30d-index-1dc07b9-20260922T010551Z,defaults-30d-index,1dc07b9,metrics_tstz,Q2,1,4.015,8.893,2587,0,2,2,4,12,t,1,148800,2,"SELECT count(*) AS n, avg(v1) AS avg_v1 FROM metrics_tstz WHERE ts >= date_trunc('day', now()) - interval '30 days'"
