run_id,variant,git_sha,tbl,query_id,run,planning_ms,exec_ms,shared_hit,shared_read,chunks_in_plan,compressed_chunks_in_plan,chunk_scan_nodes,chunks_excluded_startup,vectorized_filter,rows,scan_rows,workers_launched,query_text
defaults-7d-noindex-1dc07b9-20260922T010520Z,defaults-7d-noindex,1dc07b9,metrics_date,Q1,1,18.049,21.768,6526,0,58,58,116,0,f,1,144000,2,"SELECT count(*) AS n, avg(v1) AS avg_v1 FROM metrics_date WHERE day >= now() - interval '30 days'"
defaults-7d-noindex-1dc07b9-20260922T010520Z,defaults-7d-noindex,1dc07b9,metrics_date,Q1,2,3.857,20.718,6401,0,58,58,116,0,f,1,144000,2,"SELECT count(*) AS n, avg(v1) AS avg_v1 FROM metrics_date WHERE day >= now() - interval '30 days'"
defaults-7d-noindex-1dc07b9-20260922T010520Z,defaults-7d-noindex,1dc07b9,metrics_date,Q1,3,3.86,21.266,6401,0,58,58,116,0,f,1,144000,2,"SELECT count(*) AS n, avg(v1) AS avg_v1 FROM metrics_date WHERE day >= now() - interval '30 days'"
defaults-7d-noindex-1dc07b9-20260922T010520Z,defaults-7d-noindex,1dc07b9,metrics_date,Q1-np,1,19.26,17.203,6444,0,58,58,116,0,f,1,144000,0,"SELECT count(*) AS n, avg(v1) AS avg_v1 FROM metrics_date WHERE day >= now() - interval '30 days'"
defaults-7d-noindex-1dc07b9-20260922T010520Z,defaults-7d-noindex,1dc07b9,metrics_date,Q1-np,2,3.537,14.986,6319,0,58,58,116,0,f,1,144000,0,"SELECT count(*) AS n, avg(v1) AS avg_v1 FROM metrics_date WHERE day >= now() - interval '30 days'"
defaults-7d-noindex-1dc07b9-20260922T010520Z,defaults-7d-noindex,1dc07b9,metrics_date,Q1-np,3,3.304,18.37,6319,0,58,58,116,0,f,1,144000,0,"SELECT count(*) AS n, avg(v1) AS avg_v1 FROM metrics_date WHERE day >= now() - interval '30 days'"
defaults-7d-noindex-1dc07b9-20260922T010520Z,defaults-7d-noindex,1dc07b9,metrics_date,Q2,1,3.584,15.947,6025,0,5,5,10,53,t,1,148800,2,"SELECT count(*) AS n, avg(v1) AS avg_v1 FROM metrics_date WHERE day >= current_date - 30"
defaults-7d-noindex-1dc07b9-20260922T010520Z,defaults-7d-noindex,1dc07b9,metrics_date,Q2,2,3.761,15.389,6025,0,5,5,10,53,t,1,148800,2,"SELECT count(*) AS n, avg(v1) AS avg_v1 FROM metrics_date WHERE day >= current_date - 30"
defaults-7d-noindex-1dc07b9-20260922T010520Z,defaults-7d-noindex,1dc07b9,metrics_date,Q2,3,3.476,15.578,6025,0,5,5,10,53,t,1,148800,2,"SELECT count(*) AS n, avg(v1) AS avg_v1 FROM metrics_date WHERE day >= current_date - 30"
defaults-7d-noindex-1dc07b9-20260922T010520Z,defaults-7d-noindex,1dc07b9,metrics_date,Q2-np,1,3.432,6.06,6025,0,5,5,10,53,t,1,148800,0,"SELECT count(*) AS n, avg(v1) AS avg_v1 FROM metrics_date WHERE day >= current_date - 30"
